inn,ogrn,region,region_taxcode,creation_date,dissolution_date,age,eligible,exemption_criteria,financial,filed,imputed,simplified,articulated,totals_adjustment,outlier,okved,okved_section,okpo,okopf,okogu,okfc,oktmo,lon,lat,geocoding_quality,line_1100,line_1110,line_1120,line_1130,line_1140,line_1150,line_1160,line_1170,line_1180,line_1190,line_1200,line_1210,line_1220,line_1230
0100005250,1230100001559,adygeya,0100,2023-06-30,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,01.25.10,A,56210590,12300,4210014,16,79618435101,39.66354875,45.1889137,house,10302.0,,,,,10302.0,,,,,7836.0,5417.0,2333.0,60.0
0100005267,1230100001560,adygeya,0100,2023-07-03,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,90.01,R,56245966,71400,4210014,16,79701000001,40.0629851,44.6178984,house,,,,,,,,,,,,,,
0100005274,1230100001570,adygeya,0100,2023-07-03,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.73.60,G,56246061,12300,4210014,16,79633155051,39.0891847,44.9811,city,,,,,,,,,,,10.0,,,
0100005281,1230100001581,adygeya,0100,2023-07-03,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.20,F,56245937,12300,4210014,16,79630159051,38.941663899999995,44.979776799999996,house,232.0,,,,,232.0,,,,,62830.0,62766.0,2.0,
0100005299,1230100001592,adygeya,0100,2023-07-07,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,41.20,F,57933622,12300,4210014,16,79630159051,38.9484551,44.9823933,house,,,,,,,,,,,96622.0,398.0,,28882.0
0100005309,1230100001603,adygeya,0100,2023-07-07,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,49.39,H,57933591,12300,4210014,16,79630159051,38.93163585959566,44.9887143,house,,,,,,,,,,,,,,
0100005316,1230100001614,adygeya,0100,2023-07-10,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.12,S,58330222,20600,4210014,16,79701000001,40.071163377453985,44.61402895,house,,,,,,,,,,,,,,
0100005323,1230100001625,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,94.99,S,58330073,20200,4220003,53,79630420101,38.9785172,44.9349363,street,,,,,,,,,,,234.0,,,
0100005330,1230100001636,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.99,S,58330216,20200,4220003,53,79701000001,40.0674422,44.6114555,house,,,,,,,,,,,,,,
0100005348,1230100001647,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.99,S,58329986,20200,4220003,53,79701000001,40.02456793924509,44.61158595,house,,,,,,,,,,,,,,
0100005355,1230100001658,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,71.12.20,M,58822416,12300,4210014,16,79630159051,38.9484551,44.9823933,house,100000.0,,,,,100000.0,,,,,2978.0,,,445.0
0100005362,1230100001669,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,69.20.20,M,58822474,12300,4210014,16,79701000001,40.07660176622168,44.6109342,house,,,,,,,,,,,19.0,,,10.0
0100005370,1230100001670,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.21,G,58822505,12300,4210011,34,79701000001,40.0894109,44.609394,house,,,,,,,,,,,10.0,,,
0100005387,1230100001680,adygeya,0100,2023-07-11,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.21,G,58822333,12300,4210014,16,79630157051,38.91292967298473,44.91978985,house,,,,,,,,,,,237.0,,,100.0
0100005394,1230100001691,adygeya,0100,2023-07-12,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16.22,C,48307937,12300,4210014,16,79701000001,40.1243335,44.6217317,house,,,,,,,,,,,9848.0,2639.0,,1512.0
0100005404,1230100001702,adygeya,0100,2023-07-12,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,86.21,Q,48307726,12300,4210014,16,79630157051,38.9079067,44.9222284,house,822.0,,,,,822.0,,,,,103.0,,,6.0
0100005411,1230100001713,adygeya,0100,2023-07-12,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,86.10,Q,48307771,12300,4210014,16,79630159051,38.9484551,44.9823933,house,,,,,,,,,,,10.0,,,
0100005429,1230100001724,adygeya,0100,2023-07-13,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,71.12,M,70988544,12300,4210014,16,79701000001,40.1082608,44.6131294,street,,,,,,,,,,,1031.0,67.0,,963.0
0100005436,1230100001735,adygeya,0100,2023-07-17,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.99,S,50659862,20200,4220003,53,79630157051,38.91466164267206,44.93235535,house,0.0,0.0,,,,,,,,,0.0,0.0,,0.0
0100005443,1230100001746,adygeya,0100,2023-07-17,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,49.41,H,56648693,12300,4210014,16,79605420101,40.34193575,44.8002673,house,,,,,,,,,,,1390.0,,,639.0
0100005450,1230100001757,adygeya,0100,2023-07-17,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,45.31,G,56655902,12300,4210014,16,79618404106,39.6225995,45.0900223,street,,,,,,,,,,,518.0,376.0,,131.0
0100005468,1230100001768,adygeya,0100,2023-07-18,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10.20,N,48570103,12300,4210014,16,79701000001,40.1152003,44.5923716,street,,,,,,,,,,,1044.0,,,898.0
0100005475,1230100001779,adygeya,0100,2023-07-18,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10.20,N,48570037,12300,4210014,16,79701000001,40.1152003,44.5923716,street,,,,,,,,,,,250.0,,,
0100005482,1230100001780,adygeya,0100,2023-07-19,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,23.61,C,50734150,12300,4210014,16,79630157121,38.8925266,44.9560168,street,301.0,,,,,301.0,,,,,352.0,196.0,,155.0
0100005490,1230100001790,adygeya,0100,2023-07-24,,0.0,1.0,none,0.0,0.0,1.0,1.0,1.0,0.0,0.0,49.31,H,55781674,12300,4210014,16,79701000001,40.06378605463581,44.619548550000005,house,,,,,,,,,,,,,,
0100005500,1230100001801,adygeya,0100,2023-07-25,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.31,G,51798287,12300,4210014,16,79633155106,39.1144255,44.9518893,city,1970.0,,,,,,,,1970.0,,14475.0,2601.0,,7005.0
0100005517,1230100001812,adygeya,0100,2023-07-26,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,71.12,M,51798181,12300,4210014,16,79622455101,40.172358700000004,44.5120681,house,,,,,,,,,,,106.0,,,63.0
0100005524,1230100001823,adygeya,0100,2023-07-26,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,47.62.20,G,73449877,12300,4210014,16,79630159051,38.93862247425071,45.00296635,house,,,,,,,,,,,282.0,209.0,,48.0
0100005531,1230100001834,adygeya,0100,2023-07-27,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10,N,73155590,12300,4210014,16,79701000001,40.1094564,44.623996149999996,house,,,,,,,,,,,250.0,,,
0100005549,1230100001845,adygeya,0100,2023-07-28,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,36,E,86803565,12300,4210014,16,79630159051,38.932399,45.0006455,house,46934.0,,,,,46934.0,,,,,956.0,85.0,,865.0
0100005556,1230100001856,adygeya,0100,2023-07-28,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,86.23,Q,86800655,12300,4210014,16,79701000001,40.09967175,44.621352,house,,,,,,,,,,,10.0,10.0,,
0100005563,1230100001867,adygeya,0100,2023-07-28,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,41.20,F,86800493,12300,4210014,16,79701000001,40.0804273,44.6103788,house,,,,,,,,,,,,,,
0100005570,1230100001878,adygeya,0100,2023-07-31,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,41.20,F,49139086,12300,4210014,16,79701000136,40.10984,44.6477816,street,,,,,,,,,,,2893.0,,,1.0
0100005588,1230100001889,adygeya,0100,2023-07-31,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.99,F,55363971,12300,4210014,16,79630159051,38.941663899999995,44.979776799999996,house,,,,,,,,,,,1202.0,6.0,,3.0
0100005605,1230100001900,adygeya,0100,2023-08-01,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,66.19,K,57524562,12300,4210014,16,79701000001,40.0506489,44.6081843,house,,,,,,,,,,,2549.0,,,1315.0
0100005612,1230100001911,adygeya,0100,2023-08-01,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,55.10,I,57524711,12300,4210011,34,79701000001,40.1082608,44.6131294,street,,,,,,,,,,,4.0,,,
0100005620,1230100001922,adygeya,0100,2023-08-01,2024-07-26,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,41.20,F,57524697,12300,4210014,16,79630415106,38.9168032447093,45.015078599999995,house,,,,,,,,,,,27.0,,,18.0
0100005637,1230100001933,adygeya,0100,2023-08-02,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.31,G,52063375,12300,4210014,16,79630159051,38.9280844,44.98208375,house,,,,,,,,,,,6353.0,3362.0,,2966.0
0100005644,1230100001944,adygeya,0100,2023-08-07,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10,N,56042789,12300,4210014,16,79701000001,40.1094564,44.623996149999996,house,,,,,,,,,,,40.0,,,27.0
0100005651,1230100001955,adygeya,0100,2023-08-07,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,55.10,I,56042298,12300,4210014,16,79622455101,40.16695382083638,44.527033700000004,house,,,,,,,,,,,0.0,,,
0100005669,1230100001966,adygeya,0100,2023-08-08,2024-10-17,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.91,G,50182510,12300,4210014,16,79701000111,40.025585799999995,44.60929965,house,,,,,,,,,,,174.0,,,135.0
0100005676,1230100001977,adygeya,0100,2023-08-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,47.11,G,52841482,12300,4210014,16,79701000001,40.07608080639757,44.601335750000004,house,,,,,,,,,,,473.0,365.0,,85.0
0100005683,1230100001988,adygeya,0100,2023-08-14,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,43.32.30,F,56951598,12300,4210014,16,79701000001,40.0623419,44.61387,house,0.0,0.0,,,,,,,,,13.0,0.0,0.0,0.0
0100005690,1230100001999,adygeya,0100,2023-08-16,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,81.22,N,55361951,12300,4210014,16,79630417101,39.0021317,44.9918303,street,,,,,,,,,,,1.0,,,
0100005700,1230100002000,adygeya,0100,2023-08-16,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,41.20,F,55361593,12300,4210014,16,79630157051,38.92267755,44.9275664,house,,,,,,,,,,,,,,
0100005718,1230100002010,adygeya,0100,2023-08-16,,0.0,1.0,none,0.0,0.0,1.0,0.0,1.0,1.0,0.0,43.21,F,55361363,12300,4210014,16,79701000001,40.150624494786136,44.594297350000005,house,0.0,,,,,,,,,,10.0,,,
0100005725,1230100002021,adygeya,0100,2023-08-18,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.73.60,G,51805981,12300,4210014,16,79630420101,38.994718,44.9212862,city,,,,,,,,,,,2022.0,1065.0,,776.0
0100005732,1230100002032,adygeya,0100,2023-08-18,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,46.73,G,51805952,12300,4210014,16,79701000001,40.0620867,44.6106689,house,,,,,,,,,,,10311.0,3625.0,469.0,4312.0
0100005740,1230100002043,adygeya,0100,2023-08-23,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,62.01,J,57494246,12300,4210014,16,79701000001,40.066441,44.615412,house,0.0,0.0,,,,,,,,,10.0,0.0,,0.0
0100005757,1230100002054,adygeya,0100,2023-08-25,,0.0,1.0,none,0.0,0.0,1.0,1.0,1.0,1.0,0.0,69.10,M,48655756,12300,4210014,16,79701000001,40.1165356,44.6165888,house,,,,,,,,,,,265.0,,,
0100005764,1230100002065,adygeya,0100,2023-08-25,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,47.73,G,48655934,12300,4210014,16,79701000001,40.127125649999996,44.60708125,house,,,,,,,,,,,,,,
0100005771,1230100002076,adygeya,0100,2023-08-28,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.20,F,50805819,12300,4210014,16,79701000001,40.1048204,44.6238144,street,,,,,,,,,,,9011.0,,,9010.0
0100005789,1230100002087,adygeya,0100,2023-08-28,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,69.10,M,50805921,12300,4210014,16,79703000001,39.18082730973918,44.883157499999996,house,,,,,,,,,,,12.0,,,
0100005796,1230100002098,adygeya,0100,2023-08-29,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.10.20,C,53912095,12300,4210014,16,79622455101,40.1644083,44.5317147,street,,,,,,,,,,,,,,
0100005806,1230100002109,adygeya,0100,2023-08-29,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,86.22.10,Q,53912110,12300,4210014,16,79701000001,40.0885024,44.6095376,house,,,,,,,,,,,10.0,,,
0100005813,1230100002110,adygeya,0100,2023-08-30,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,49.42,H,48142560,12300,4210014,16,79630420101,39.0015233,44.9174518,house,,,,,,,,,,,,,,
0100005820,1230100002120,adygeya,0100,2023-09-01,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,64.99,K,49727245,70401,4220003,50,79701000111,40.01971744305028,44.6214788,house,,,,,,,,,,,10.0,,,10.0
0100005838,1230100002131,adygeya,0100,2023-09-01,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,81.22,N,49727239,12300,4210014,16,79701000001,40.1096859,44.6073324,house,,,,,,,,,,,,,,
0100005845,1230100002142,adygeya,0100,2023-09-01,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.99,F,49727110,12300,4210014,16,79630159051,38.941663899999995,44.979776799999996,house,,,,,,,,,,,14.0,2.0,,3.0
0100005852,1230100002153,adygeya,0100,2023-09-04,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,38.32,E,50750367,12300,4210014,16,79701000111,40.024768676325195,44.62104795,house,,,,,,,,,,,10.0,10.0,,
0100005860,1230100002164,adygeya,0100,2023-09-04,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,25.99,C,50750404,12300,4210014,16,79630159051,38.9509663,44.9793591,house,,,,,,,,,,,,,,
0100005877,1230100002175,adygeya,0100,2023-09-05,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.19,R,57884881,71400,4210014,16,79622407116,40.28770910760714,44.138111499999994,house,,,,,,,,,,,,,,
0100005884,1230100002186,adygeya,0100,2023-09-05,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.99,S,57891421,20200,4220003,53,79701000001,40.0816451,44.6280884,house,,,,,,,,,,,,,,
0100005891,1230100002197,adygeya,0100,2023-09-05,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,94.99,S,57891409,71400,4210014,16,79701000001,40.0755682725742,44.60998945,house,,,,,,,,,,,,,,
0100005901,1230100002208,adygeya,0100,2023-09-05,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,41.20,F,57891332,12300,4210014,16,79703000001,39.183002434042535,44.8814234,house,,,,,,,,,,,10.0,,,
0100005919,1230100002219,adygeya,0100,2023-09-05,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.12.20,M,57884562,12300,4210014,16,79630415106,38.9331639,45.0247666,city,,,,,,,,,,,,,,
0100005926,1230100002220,adygeya,0100,2023-09-06,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,46.31,G,56875727,12300,4210014,16,79630415106,38.9430262,45.0202459,house,,,,,,,,,,,,,,
0100005933,1230100002230,adygeya,0100,2023-09-06,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,19.20.90,C,56875704,12300,4210014,16,79703000111,39.2111962,44.8311631,city,,,,,,,,,,,2.0,,,
0100005940,1230100002241,adygeya,0100,2023-09-06,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,56.10,I,56875696,12300,4210014,16,79701000001,40.08648638355422,44.61203865,house,,,,,,,,,,,10.0,,,0.0
0100005958,1230100002252,adygeya,0100,2023-09-11,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,08.12,B,55443492,12300,4210014,16,79640430101,40.220361,45.025899,street,0.0,0.0,,,,,,,,,10.0,0.0,,0.0
0100005972,1230100002274,adygeya,0100,2023-09-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.73.60,G,55441665,12300,4210014,16,79701000001,40.11099936323528,44.623675500000004,house,,,,,,,,,,,26.0,,,
0100005980,1230100002285,adygeya,0100,2023-09-11,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.90,G,55441613,12300,4210014,16,79630157051,38.916252923047466,44.930349750000005,house,,,,,,,,,,,300.0,,,22.0
0100005997,1230100002296,adygeya,0100,2023-09-13,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,47.99,G,83528224,12300,4210014,16,79703000106,39.231358,44.8973763,street,,,,,,,,,,,74.0,,,73.0
0100006006,1230100002307,adygeya,0100,2023-09-13,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,95.11,S,83508996,12300,4210014,16,79605407101,40.08418453413636,44.84725445,house,,,,,,,,,,,,,,
0100006013,1230100002318,adygeya,0100,2023-09-14,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.99,F,88013693,12300,4210014,16,79630159051,38.9309121,44.986194,street,,,,,,,,,,,,,,
0100006020,1230100002329,adygeya,0100,2023-09-15,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,41.20,F,96287124,12300,4210014,16,79630159051,38.9275784,44.9907243,house,,,,,,,,,,,6520.0,,,6476.0
0100006038,1230100002330,adygeya,0100,2023-09-18,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,94.99.60,S,48336117,71400,4210014,16,79701000001,40.1417178861483,44.5881494,house,,,,,,,,,,,,,,
0100006045,1230100002340,adygeya,0100,2023-09-20,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,20.42,C,59859249,12300,4210014,16,79630159051,38.9325133,44.9910893,house,,,,,,,,,,,139.0,69.0,,33.0
0100006052,1230100002351,adygeya,0100,2023-09-22,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,42.22,F,80014269,12300,4210014,16,79701000001,40.1048935,44.61277345,house,,,,,,,,,,,116.0,,,
0100006060,1230100002362,adygeya,0100,2023-09-22,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,45.11.20,G,52211261,12300,4210014,16,79630415106,38.9331639,45.0247666,city,,,,,,,,,,,87570.0,80277.0,,1820.0
0100006077,1230100002373,adygeya,0100,2023-09-25,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,0.0,0.0,49.41,H,95956907,12300,4210014,16,79633430126,39.3693994,44.9405432,street,,,,,,,,,,,131.0,,,10.0
0100006084,1230100002384,adygeya,0100,2023-09-26,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,32.50,C,98475433,12300,4210014,16,79630159051,38.9382841,44.9864341,city,,,,,,,,,,,4676.0,,,3640.0
0100006091,1230100002395,adygeya,0100,2023-09-26,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,43.21,F,98448985,12300,4210014,16,79630159051,38.95203556471179,44.989496349999996,house,,,,,,,,,,,16.0,,,10.0
0100006101,1230100002406,adygeya,0100,2023-09-26,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,0.0,0.0,62.01,J,98452449,12300,4210014,16,79701000001,40.108949,44.6151521,house,,,,,,,,,,,,,,
0100006119,1230100002417,adygeya,0100,2023-09-27,,0.0,1.0,none,0.0,0.0,0.0,,,,0.0,41.20,F,50170322,12300,4210014,16,79630157051,38.91768345,44.92991965,house,,,,,,,,,,,,,,
0100006126,1230100002428,adygeya,0100,2023-09-27,,0.0,1.0,none,0.0,1.0,0.0,1.0,1.0,1.0,0.0,80.10,N,50170262,12300,4210014,16,79701000001,40.1094564,44.623996149999996,house,,,,,,,,,,,250.0,,,
0100006133,1230100002439,adygeya,0100,2023-09-28,,0.0,1.0,none,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10.51,C,50189089,12300,4210014,16,79701000001,40.07543919355291,44.61121060000001,house,,,,,,,,,,,10.0,,,10.0
0100006140,1230100002440,adygeya,0100,2023-09-29,,0.0,1.0,none,0.0,0.0,1.0,1.0,1.0,0.0,0.0,94.99,S,50188992,20200,4220003,53,79701000001,40.1226094,44.6071821,house,,,,,,,,,,,,,,
0100006165,1230100002461,adygeya,0100,2023-10-02,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,46.75.10,G,51443686,12300,4210014,16,79615425101,40.54619395,44.77916895,house,,,,,,,,,,,,,,
0100006172,1230100002472,adygeya,0100,2023-10-03,,0.0,0.0,initiated,0.0,1.0,0.0,1.0,1.0,1.0,0.0,62.01,J,53353164,12300,4210014,16,79701000001,40.1047251,44.624015,house,0.0,,,,,,,0.0,,,16.0,0.0,,10.0
0100006197,1230100002494,adygeya,0100,2023-10-04,,0.0,0.0,initiated,0.0,1.0,0.0,1.0,0.0,1.0,0.0,68.20,L,55033630,20700,4210014,16,79701000001,40.088947449484536,44.6124358,house,,,,,,,,,,,40.0,,,
0100006207,1230100002505,adygeya,0100,2023-10-06,,0.0,0.0,initiated,0.0,1.0,0.0,0.0,1.0,1.0,0.0,86.23,Q,89411664,12300,4210014,16,79605410101,40.3611403,44.8748099,house,10.0,,,,,,,,,10.0,,,,
0100006214,1230100002516,adygeya,0100,2023-10-06,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,86.23,Q,89507832,12300,4210014,16,79701000001,40.0720485773753,44.59908065,house,,,,,,,,,,,,,,
0100006221,1230100002527,adygeya,0100,2023-10-06,,0.0,0.0,initiated,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.50,C,89510745,12300,4210014,16,79701000001,40.1111047,44.6027673,house,,,,,,,,,,,,,,
0100006239,1230100002538,adygeya,0100,2023-10-09,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.05,C,52221696,12300,4210014,16,79703000111,39.2111962,44.8311631,city,,,,,,,,,,,,,,
0100006253,1230100002550,adygeya,0100,2023-10-10,,0.0,0.0,initiated,0.0,0.0,1.0,0.0,1.0,1.0,0.0,71.12.20,M,83905537,12300,4210014,16,79630415106,38.9331639,45.0247666,city,,,,,,,,,,,0.0,,,
0100006302,1230100002604,adygeya,0100,2023-10-11,,0.0,0.0,initiated,0.0,0.0,1.0,0.0,1.0,1.0,0.0,71.12.20,M,77830504,12300,4210014,16,79630415106,38.9331639,45.0247666,city,0.0,,,,,,,,,,0.0,,,
0100006310,1230100002615,adygeya,0100,2023-10-11,,0.0,0.0,initiated,0.0,0.0,1.0,0.0,1.0,1.0,0.0,71.12.20,M,77517541,12300,4210014,16,79630415106,38.9331639,45.0247666,city,0.0,,,,,,,,,,0.0,,,
0100006334,1230100002637,adygeya,0100,2023-10-16,,0.0,0.0,initiated,0.0,1.0,0.0,1.0,1.0,1.0,0.0,86.10,Q,98261956,12300,4210014,16,79701000001,40.11979445,44.58600085,house,,,,,,,,,,,10.0,,,
0100006359,1230100002659,adygeya,0100,2023-10-17,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.11,C,52962257,12300,4210014,16,79630157051,38.9124847,44.9325606,house,,,,,,,,,,,,,,
0100006366,1230100002660,adygeya,0100,2023-10-17,,0.0,0.0,initiated,0.0,1.0,0.0,1.0,1.0,1.0,0.0,86.23,Q,53096721,12300,4210014,16,79701000001,40.0584174,44.6088137,house,,,,,,,,,,,170.0,,,170.0
0100006373,1230100002670,adygeya,0100,2023-10-18,,0.0,0.0,initiated,0.0,0.0,1.0,0.0,1.0,1.0,0.0,23.99.20,C,70903726,12300,4210014,16,79633155106,39.1100596,44.9498944,street,0.0,,,,,,,,,,0.0,,,
0100006380,1230100002681,adygeya,0100,2023-10-20,,0.0,0.0,initiated,0.0,0.0,1.0,0.0,1.0,1.0,0.0,71.12.20,M,81606581,12300,4210014,16,79630415106,38.9331639,45.0247666,city,0.0,,,,,,,,,,0.0,,,
0100006415,1230100002714,adygeya,0100,2023-10-23,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.31,G,84604223,12300,4210014,16,79630159051,38.9275784,44.9907243,house,,,,,,,,,,,,,,
0100006422,1230100002725,adygeya,0100,2023-10-24,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,55.10,I,84561979,12300,4210014,16,79701000001,40.06194637696648,44.6206033,house,,,,,,,,,,,,,,
0100006430,1230100002736,adygeya,0100,2023-10-25,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,77.32,N,85917993,12300,4210014,16,79630417101,38.9908822,45.0012946,street,,,,,,,,,,,,,,
0100006447,1230100002747,adygeya,0100,2023-10-25,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,28.30.80,C,85627462,12300,4210014,16,79605407101,40.07054445,44.87294945,house,,,,,,,,,,,,,,
0100006461,1230100002769,adygeya,0100,2023-10-26,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,63.99,J,82506835,12300,4210014,16,79622402101,40.2096464040224,44.39341735,house,,,,,,,,,,,,,,
0100006479,1230100002770,adygeya,0100,2023-10-27,,0.0,0.0,initiated,0.0,1.0,0.0,1.0,1.0,1.0,0.0,23.52,C,95487364,12300,4210014,16,79622457101,40.1765939,44.288251,street,,,,,,,,,,,315.0,4.0,,230.0
0100006486,1230100002780,adygeya,0100,2023-10-30,,0.0,0.0,initiated,0.0,0.0,1.0,1.0,1.0,0.0,0.0,80.10,N,94863405,12300,4210014,16,79701000001,40.1094564,44.623996149999996,house,,,,,,,,,,,,,,
0100006493,1230100002791,adygeya,0100,2023-10-31,,0.0,0.0,initiated,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.73,G,51476141,12300,4210014,16,79622455101,40.16221835,44.5290586,house,,,,,,,,,,,,,,
0100006503,1230100002802,adygeya,0100,2023-11-01,,0.0,0.0,initiated,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.21,F,51486665,12300,4210014,16,79701000001,40.0620867,44.6106689,house,,,,,,,,,,,,,,
